task_id,project_id,account_id,assigned_user_id,created_date,completed_date,status
T55389,P22143,A1265,U10884,2026-06-28,2026-06-28,Completed
T55390,P22143,A1265,U10888,2026-07-02,2026-07-06,Completed
T55391,P22143,A1265,U10888,2026-05-22,2026-05-29,Completed
T55392,P22143,A1265,U10888,2026-06-16,2026-06-17,Completed
T55393,P22143,A1265,U10882,2026-05-25,2026-06-14,Completed
T55394,P22143,A1265,U10882,2026-07-12,2026-07-19,Completed
T55395,P22143,A1265,U10886,2026-05-06,,In Progress
T55396,P22143,A1265,U10884,2026-08-04,2026-08-10,Completed
T55397,P22143,A1265,U10883,2026-07-30,2026-08-07,Completed
T55398,P22144,A1265,U10888,2026-10-05,,Open
T55399,P22144,A1265,U10886,2026-07-28,2026-08-17,Completed
T55400,P22144,A1265,U10882,2026-08-14,,In Progress
T55401,P22144,A1265,U10888,2026-08-04,,Open
T55402,P22144,A1265,U10885,2026-09-06,,In Progress
T55403,P22144,A1265,U10888,2026-08-21,2026-08-27,Completed
T55404,P22144,A1265,U10885,2026-09-21,,Open
T55405,P22144,A1265,U10888,2026-07-24,,In Progress
T55406,P22144,A1265,U10884,2026-09-03,,In Progress
T55407,P22145,A1265,U10883,2026-10-16,2026-11-03,Completed
T55408,P22145,A1265,U10887,2026-07-28,2026-08-14,Completed
T55409,P22145,A1265,U10888,2026-07-13,2026-08-01,Completed
T55410,P22145,A1265,U10884,2026-07-24,2026-08-06,Completed
T55411,P22145,A1265,U10884,2026-10-08,,Open
T55412,P22145,A1265,U10882,2026-08-29,2026-09-05,Completed
T55413,P22145,A1265,U10883,2026-07-25,,In Progress
T55414,P22145,A1265,U10888,2026-09-02,2026-09-15,Completed
T55415,P22145,A1265,U10887,2026-09-26,2026-10-08,Completed
T55416,P22145,A1265,U10881,2026-10-25,2026-11-11,Completed
T55417,P22145,A1265,U10882,2026-09-08,2026-09-17,Completed
T55418,P22145,A1265,U10882,2026-07-11,2026-07-18,Completed
T55419,P22146,A1265,U10881,2026-08-29,2026-08-29,Completed
T55420,P22146,A1265,U10885,2026-09-04,2026-09-15,Completed
T55421,P22146,A1265,U10881,2026-09-07,2026-09-15,Completed
T55422,P22146,A1265,U10887,2026-08-11,2026-08-11,Completed
T55423,P22146,A1265,U10883,2026-09-21,2026-09-24,Completed
T55424,P22146,A1265,U10887,2026-09-27,2026-10-09,Completed
T55425,P22146,A1265,U10881,2026-09-05,,Open
T55426,P22146,A1265,U10888,2026-10-16,2026-10-30,Completed
T55427,P22146,A1265,U10884,2026-08-03,2026-08-03,Completed
T55428,P22146,A1265,U10887,2026-10-29,2026-11-15,Completed
T55429,P22146,A1265,U10887,2026-09-08,2026-09-17,Completed
T55430,P22146,A1265,U10887,2026-11-11,2026-11-21,Completed
T55431,P22146,A1265,U10883,2026-10-12,2026-10-12,Completed
T55432,P22146,A1265,U10883,2026-08-15,2026-08-25,Completed
T55433,P22146,A1265,U10883,2026-11-04,2026-11-24,Completed
T55434,P22146,A1265,U10887,2026-08-15,2026-08-30,Completed
T55435,P22146,A1265,U10885,2026-09-24,2026-10-03,Completed
T55436,P22146,A1265,U10882,2026-08-21,,Open
T55437,P22146,A1265,U10884,2026-10-16,,In Progress
T55438,P22146,A1265,U10887,2026-09-24,2026-09-29,Completed
T55439,P22146,A1265,U10885,2026-10-08,2026-10-08,Completed
T55440,P22146,A1265,U10881,2026-10-17,,Open
T55441,P22146,A1265,U10886,2026-08-19,2026-08-28,Completed
T55442,P22146,A1265,U10888,2026-08-15,2026-08-18,Completed
T55443,P22146,A1265,U10883,2026-09-17,2026-09-17,Completed
T55444,P22146,A1265,U10883,2026-09-12,2026-09-12,Completed
T55445,P22146,A1265,U10883,2026-10-25,2026-11-13,Completed
T55446,P22146,A1265,U10885,2026-11-14,2026-11-27,Completed
T55447,P22146,A1265,U10888,2026-10-20,2026-11-07,Completed
T55448,P22146,A1265,U10885,2026-11-01,2026-11-14,Completed
T55449,P22146,A1265,U10883,2026-08-15,2026-08-21,Completed
T55450,P22147,A1265,U10888,2026-06-20,2026-06-30,Completed
T55451,P22147,A1265,U10887,2026-09-20,,In Progress
T55452,P22147,A1265,U10884,2026-06-25,,In Progress
T55453,P22147,A1265,U10888,2026-09-03,2026-09-13,Completed
T55454,P22147,A1265,U10882,2026-07-22,,In Progress
T55455,P22147,A1265,U10884,2026-06-25,,In Progress
T55456,P22147,A1265,U10887,2026-09-02,2026-09-09,Completed
T55457,P22147,A1265,U10882,2026-09-02,2026-09-07,Completed
T55458,P22147,A1265,U10884,2026-06-22,2026-07-09,Completed
T55459,P22147,A1265,U10885,2026-10-02,2026-10-03,Completed
T55460,P22147,A1265,U10884,2026-07-16,2026-08-01,Completed
T55461,P22147,A1265,U10885,2026-09-20,2026-10-07,Completed
T55462,P22147,A1265,U10883,2026-06-29,,In Progress
T55463,P22147,A1265,U10886,2026-08-02,2026-08-22,Completed
T55464,P22148,A1265,U10888,2026-10-08,2026-10-28,Completed
T55465,P22148,A1265,U10881,2026-09-20,2026-09-27,Completed
T55466,P22148,A1265,U10885,2026-09-26,2026-10-04,Completed
T55467,P22148,A1265,U10886,2026-11-15,,In Progress
T55468,P22148,A1265,U10888,2026-08-20,2026-08-29,Completed
T55469,P22148,A1265,U10886,2026-10-15,2026-10-27,Completed
T55470,P22148,A1265,U10884,2026-09-04,2026-09-14,Completed
T55471,P22148,A1265,U10887,2026-11-16,2026-11-22,Completed
T55472,P22148,A1265,U10884,2026-10-28,,In Progress
T55473,P22148,A1265,U10885,2026-09-28,2026-09-29,Completed
T55474,P22148,A1265,U10888,2026-11-19,,In Progress
T55475,P22148,A1265,U10884,2026-08-26,,In Progress
T55476,P22148,A1265,U10883,2026-08-24,2026-08-27,Completed
T55477,P22149,A1265,U10881,2026-10-08,2026-10-18,Completed
T55478,P22149,A1265,U10885,2026-09-20,2026-09-25,Completed
T55479,P22149,A1265,U10881,2026-09-25,2026-10-05,Completed
T55480,P22149,A1265,U10883,2026-07-23,2026-08-08,Completed
T55481,P22149,A1265,U10881,2026-09-08,,In Progress
T55482,P22149,A1265,U10888,2026-08-07,2026-08-12,Completed
T55483,P22149,A1265,U10887,2026-08-11,2026-08-25,Completed
T55484,P22149,A1265,U10888,2026-09-11,2026-09-28,Completed
T55485,P22149,A1265,U10887,2026-08-22,2026-09-08,Completed
T55486,P22149,A1265,U10884,2026-07-05,,In Progress
T55487,P22150,A1265,U10888,2026-06-16,2026-06-17,Completed
T55488,P22150,A1265,U10884,2026-05-24,2026-05-26,Completed
T55489,P22150,A1265,U10885,2026-06-21,,In Progress
T55490,P22150,A1265,U10887,2026-05-31,,In Progress
T55491,P22150,A1265,U10888,2026-07-03,2026-07-21,Completed
T55492,P22150,A1265,U10885,2026-04-28,2026-05-05,Completed
T55493,P22150,A1265,U10885,2026-04-28,2026-05-06,Completed
T55494,P22150,A1265,U10886,2026-08-20,,In Progress
T55495,P22150,A1265,U10883,2026-06-10,2026-06-27,Completed
T55496,P22151,A1266,U10889,2026-09-24,2026-10-10,Completed
T55497,P22151,A1266,U10889,2026-06-02,,Open
T55498,P22151,A1266,U10892,2026-08-31,,In Progress
T55499,P22151,A1266,U10889,2026-09-07,2026-09-25,Completed
T55500,P22151,A1266,U10892,2026-08-01,,Open
T55501,P22151,A1266,U10892,2026-06-17,,In Progress
T55502,P22152,A1266,U10893,2026-10-02,2026-10-19,Completed
T55503,P22152,A1266,U10893,2026-08-11,2026-08-13,Completed
T55504,P22152,A1266,U10889,2026-09-27,,Open
T55505,P22152,A1266,U10893,2026-10-08,,Open
T55506,P22152,A1266,U10889,2026-10-03,,Open
T55507,P22152,A1266,U10892,2026-10-02,2026-10-11,Completed
T55508,P22153,A1266,U10889,2026-09-27,2026-10-01,Completed
T55509,P22153,A1266,U10891,2026-07-06,2026-07-25,Completed
T55510,P22153,A1266,U10890,2026-10-06,,In Progress
T55511,P22153,A1266,U10891,2026-07-12,,Open
T55512,P22153,A1266,U10891,2026-07-31,2026-08-10,Completed
T55513,P22153,A1266,U10892,2026-09-10,,Open
T55514,P22153,A1266,U10889,2026-09-20,,In Progress
T55515,P22153,A1266,U10893,2026-07-21,2026-08-01,Completed
T55516,P22153,A1266,U10892,2026-08-29,,In Progress
T55517,P22153,A1266,U10891,2026-10-04,,Open
T55518,P22153,A1266,U10893,2026-07-07,,In Progress
T55519,P22154,A1266,U10893,2026-08-08,,Open
T55520,P22154,A1266,U10890,2026-09-13,2026-09-24,Completed
T55521,P22154,A1266,U10889,2026-10-14,,Open
T55522,P22154,A1266,U10893,2026-09-24,2026-10-08,Completed
T55523,P22155,A1266,U10893,2026-06-16,,Open
T55524,P22155,A1266,U10893,2026-07-01,2026-07-16,Completed
T55525,P22155,A1266,U10892,2026-07-21,,In Progress
T55526,P22155,A1266,U10890,2026-07-22,,Open
T55527,P22155,A1266,U10891,2026-08-23,,In Progress
T55528,P22155,A1266,U10890,2026-05-17,,In Progress
T55529,P22155,A1266,U10889,2026-05-19,2026-05-25,Completed
T55530,P22155,A1266,U10890,2026-08-14,,In Progress
T55531,P22155,A1266,U10891,2026-07-02,2026-07-20,Completed
T55532,P22155,A1266,U10890,2026-08-16,2026-09-02,Completed
T55533,P22155,A1266,U10892,2026-06-03,2026-06-03,Completed
T55534,P22155,A1266,U10891,2026-08-04,2026-08-13,Completed
T55535,P22155,A1266,U10891,2026-08-11,,Open
T55536,P22156,A1266,U10893,2026-09-07,2026-09-21,Completed
T55537,P22156,A1266,U10889,2026-09-17,2026-09-21,Completed
T55538,P22156,A1266,U10891,2026-09-21,2026-09-29,Completed
T55539,P22156,A1266,U10891,2026-09-06,2026-09-09,Completed
T55540,P22156,A1266,U10891,2026-08-07,2026-08-19,Completed
T55541,P22156,A1266,U10893,2026-07-27,,Open
T55542,P22156,A1266,U10891,2026-10-05,2026-10-23,Completed
T55543,P22157,A1266,U10889,2026-12-11,,In Progress
T55544,P22157,A1266,U10893,2026-12-05,,In Progress
T55545,P22157,A1266,U10893,2026-10-03,2026-10-19,Completed
T55546,P22157,A1266,U10891,2026-10-31,,In Progress
T55547,P22157,A1266,U10891,2026-10-17,,In Progress
T55548,P22158,A1266,U10891,2026-10-30,2026-10-31,Completed
T55549,P22158,A1266,U10891,2026-10-16,2026-10-19,Completed
T55550,P22158,A1266,U10890,2026-10-26,2026-11-06,Completed
T55551,P22158,A1266,U10890,2026-09-28,,In Progress
T55552,P22158,A1266,U10890,2026-11-01,2026-11-06,Completed
T55553,P22159,A1266,U10892,2026-09-11,2026-09-14,Completed
T55554,P22159,A1266,U10891,2026-11-26,,In Progress
T55555,P22159,A1266,U10889,2026-09-14,,Open
T55556,P22160,A1266,U10891,2026-06-21,2026-07-03,Completed
T55557,P22160,A1266,U10889,2026-08-25,,Open
T55558,P22160,A1266,U10890,2026-08-01,2026-08-20,Completed
T55559,P22160,A1266,U10889,2026-09-03,2026-09-15,Completed
T55560,P22160,A1266,U10891,2026-06-03,2026-06-03,Completed
T55561,P22161,A1266,U10893,2026-11-02,2026-11-18,Completed
T55562,P22161,A1266,U10891,2026-08-02,2026-08-10,Completed
T55563,P22161,A1266,U10891,2026-09-04,2026-09-17,Completed
T55564,P22161,A1266,U10889,2026-10-03,2026-10-05,Completed
T55565,P22161,A1266,U10893,2026-07-24,,In Progress
T55566,P22161,A1266,U10893,2026-10-01,,In Progress
T55567,P22162,A1266,U10892,2026-09-03,,In Progress
T55568,P22162,A1266,U10889,2026-09-20,2026-10-08,Completed
T55569,P22162,A1266,U10889,2026-10-22,,In Progress
T55570,P22162,A1266,U10893,2026-09-05,2026-09-23,Completed
T55571,P22163,A1266,U10893,2026-08-04,2026-08-11,Completed
T55572,P22163,A1266,U10890,2026-05-17,,Open
T55573,P22163,A1266,U10890,2026-08-12,,In Progress
T55574,P22163,A1266,U10893,2026-09-11,,Open
T55575,P22163,A1266,U10889,2026-07-19,,In Progress
T55576,P22163,A1266,U10893,2026-06-21,,Open
T55577,P22163,A1266,U10892,2026-07-05,2026-07-08,Completed
T55578,P22164,A1266,U10891,2026-10-24,2026-10-27,Completed
T55579,P22164,A1266,U10890,2026-10-25,,Open
T55580,P22164,A1266,U10889,2026-08-22,2026-09-09,Completed
T55581,P22164,A1266,U10889,2026-10-07,,Open
T55582,P22164,A1266,U10891,2026-10-26,,In Progress
T55583,P22164,A1266,U10890,2026-10-11,2026-10-26,Completed
T55584,P22164,A1266,U10890,2026-10-03,,Open
T55585,P22164,A1266,U10890,2026-11-12,,In Progress
T55586,P22164,A1266,U10893,2026-11-09,,Open
T55587,P22165,A1266,U10892,2026-09-29,,Open
T55588,P22165,A1266,U10889,2026-08-28,2026-09-01,Completed
T55589,P22165,A1266,U10891,2026-08-11,,Open
T55590,P22165,A1266,U10890,2026-06-26,,In Progress
T55591,P22165,A1266,U10889,2026-09-02,2026-09-12,Completed
T55592,P22165,A1266,U10891,2026-09-10,2026-09-22,Completed
T55593,P22166,A1267,U10896,2026-09-14,,Open
T55594,P22166,A1267,U10895,2026-05-24,,In Progress
T55595,P22166,A1267,U10894,2026-09-11,2026-09-18,Completed
T55596,P22166,A1267,U10895,2026-06-14,2026-06-30,Completed
T55597,P22166,A1267,U10894,2026-08-12,,Open
T55598,P22166,A1267,U10895,2026-07-19,,In Progress
T55599,P22166,A1267,U10895,2026-08-21,2026-09-07,Completed
T55600,P22166,A1267,U10894,2026-09-07,,Open
T55601,P22166,A1267,U10896,2026-07-23,2026-08-03,Completed
T55602,P22166,A1267,U10894,2026-09-07,,In Progress
T55603,P22166,A1267,U10895,2026-09-01,2026-09-05,Completed
T55604,P22166,A1267,U10896,2026-07-22,,Open
T55605,P22166,A1267,U10895,2026-07-03,,In Progress
T55606,P22166,A1267,U10896,2026-08-19,,Open
T55607,P22166,A1267,U10894,2026-08-08,,In Progress
T55608,P22166,A1267,U10894,2026-09-15,,Open
T55609,P22166,A1267,U10895,2026-07-28,2026-08-16,Completed
T55610,P22166,A1267,U10895,2026-07-22,,Open
T55611,P22166,A1267,U10895,2026-07-07,,Open
T55612,P22166,A1267,U10895,2026-07-22,,Open
T55613,P22166,A1267,U10896,2026-08-09,2026-08-12,Completed
T55614,P22166,A1267,U10895,2026-07-26,2026-08-03,Completed
T55615,P22166,A1267,U10894,2026-08-25,2026-09-01,Completed
T55616,P22166,A1267,U10894,2026-07-30,,In Progress
T55617,P22166,A1267,U10894,2026-07-16,2026-07-28,Completed
T55618,P22166,A1267,U10895,2026-08-15,2026-08-22,Completed
T55619,P22166,A1267,U10894,2026-05-24,2026-06-11,Completed
T55620,P22167,A1267,U10896,2026-05-15,2026-06-04,Completed
T55621,P22167,A1267,U10896,2026-05-14,,Open
T55622,P22167,A1267,U10895,2026-07-13,2026-07-20,Completed
T55623,P22167,A1267,U10895,2026-07-16,,In Progress
T55624,P22167,A1267,U10895,2026-07-28,,Open
T55625,P22168,A1267,U10895,2026-07-06,2026-07-25,Completed
T55626,P22168,A1267,U10895,2026-08-13,2026-09-01,Completed
T55627,P22168,A1267,U10894,2026-09-16,2026-10-06,Completed
T55628,P22168,A1267,U10894,2026-09-13,,In Progress
T55629,P22168,A1267,U10896,2026-07-08,,In Progress
T55630,P22169,A1268,U10897,2026-09-19,,In Progress
T55631,P22169,A1268,U10897,2026-07-16,2026-07-26,Completed
T55632,P22169,A1268,U10898,2026-08-09,2026-08-29,Completed
T55633,P22169,A1268,U10898,2026-09-03,,In Progress
T55634,P22169,A1268,U10897,2026-07-13,2026-07-22,Completed
T55635,P22169,A1268,U10898,2026-07-16,,Open
T55636,P22169,A1268,U10898,2026-06-25,,Open
T55637,P22169,A1268,U10898,2026-09-27,2026-09-28,Completed
T55638,P22169,A1268,U10898,2026-08-07,2026-08-19,Completed
T55639,P22170,A1268,U10898,2026-08-20,,In Progress
T55640,P22170,A1268,U10897,2026-09-30,2026-10-05,Completed
T55641,P22170,A1268,U10897,2026-09-10,2026-09-23,Completed
T55642,P22170,A1268,U10898,2026-06-24,,In Progress
T55643,P22170,A1268,U10897,2026-07-26,2026-08-15,Completed
T55644,P22170,A1268,U10897,2026-09-13,2026-09-23,Completed
T55645,P22171,A1268,U10897,2026-08-11,,In Progress
T55646,P22171,A1268,U10897,2026-09-27,2026-10-04,Completed
T55647,P22171,A1268,U10898,2026-08-13,2026-08-27,Completed
T55648,P22171,A1268,U10898,2026-10-20,2026-10-31,Completed
T55649,P22171,A1268,U10898,2026-09-16,2026-09-19,Completed
T55650,P22171,A1268,U10898,2026-10-02,2026-10-14,Completed
T55651,P22171,A1268,U10898,2026-07-09,2026-07-17,Completed
T55652,P22171,A1268,U10897,2026-08-06,,Open
T55653,P22171,A1268,U10898,2026-08-18,2026-09-05,Completed
T55654,P22171,A1268,U10898,2026-09-27,2026-10-13,Completed
T55655,P22172,A1268,U10897,2026-06-17,2026-07-06,Completed
T55656,P22172,A1268,U10897,2026-07-27,,Open
T55657,P22172,A1268,U10897,2026-07-03,2026-07-23,Completed
T55658,P22172,A1268,U10897,2026-08-11,,In Progress
T55659,P22172,A1268,U10898,2026-08-20,2026-09-07,Completed
T55660,P22172,A1268,U10897,2026-08-24,,Open
T55661,P22172,A1268,U10898,2026-05-28,2026-06-11,Completed
T55662,P22172,A1268,U10898,2026-09-02,,Open
T55663,P22172,A1268,U10898,2026-08-07,,Open
T55664,P22172,A1268,U10898,2026-08-20,2026-09-07,Completed
T55665,P22172,A1268,U10897,2026-07-15,,In Progress
T55666,P22172,A1268,U10898,2026-07-07,2026-07-23,Completed
T55667,P22172,A1268,U10898,2026-09-08,,In Progress
T55668,P22172,A1268,U10898,2026-07-01,,Open
T55669,P22172,A1268,U10898,2026-07-18,,In Progress
T55670,P22172,A1268,U10898,2026-07-25,,Open
T55671,P22173,A1268,U10897,2026-08-16,,In Progress
T55672,P22173,A1268,U10898,2026-06-09,2026-06-24,Completed
T55673,P22173,A1268,U10898,2026-06-23,,Open
T55674,P22173,A1268,U10897,2026-07-04,,Open
T55675,P22173,A1268,U10898,2026-08-05,2026-08-22,Completed
T55676,P22173,A1268,U10898,2026-05-21,,In Progress
T55677,P22174,A1268,U10898,2026-07-12,,Open
T55678,P22174,A1268,U10898,2026-07-25,2026-08-10,Completed
T55679,P22175,A1268,U10898,2026-08-06,,Open
T55680,P22175,A1268,U10898,2026-10-11,2026-10-17,Completed
T55681,P22175,A1268,U10897,2026-08-06,,Open
T55682,P22175,A1268,U10898,2026-09-22,,Open
T55683,P22175,A1268,U10898,2026-07-02,2026-07-17,Completed
T55684,P22175,A1268,U10897,2026-10-13,,Open
T55685,P22175,A1268,U10897,2026-09-24,2026-09-30,Completed
T55686,P22175,A1268,U10897,2026-07-05,,Open
T55687,P22175,A1268,U10898,2026-08-23,2026-09-12,Completed
T55688,P22175,A1268,U10898,2026-09-21,2026-09-24,Completed
T55689,P22175,A1268,U10897,2026-10-09,2026-10-23,Completed
T55690,P22176,A1268,U10897,2026-08-06,2026-08-18,Completed
T55691,P22176,A1268,U10897,2026-06-20,,Open
T55692,P22176,A1268,U10898,2026-09-28,2026-10-18,Completed
T55693,P22176,A1268,U10898,2026-09-26,2026-10-02,Completed
T55694,P22177,A1269,U10900,2026-08-06,,In Progress
T55695,P22177,A1269,U10899,2026-09-19,2026-09-19,Completed
T55696,P22177,A1269,U10899,2026-09-17,,Open
T55697,P22177,A1269,U10899,2026-09-15,2026-09-15,Completed
T55698,P22177,A1269,U10899,2026-08-28,2026-09-13,Completed
T55699,P22178,A1269,U10899,2026-08-19,,Open
T55700,P22178,A1269,U10899,2026-07-09,,In Progress
T55701,P22179,A1269,U10900,2026-08-23,,Open
T55702,P22179,A1269,U10900,2026-09-17,,Open
T55703,P22179,A1269,U10900,2026-07-25,2026-07-29,Completed
T55704,P22179,A1269,U10900,2026-07-29,2026-08-04,Completed
T55705,P22179,A1269,U10900,2026-10-04,,Open
T55706,P22179,A1269,U10900,2026-10-04,,In Progress
T55707,P22179,A1269,U10899,2026-09-07,2026-09-17,Completed
T55708,P22179,A1269,U10899,2026-08-10,,Open
T55709,P22179,A1269,U10899,2026-07-06,,Open
T55710,P22179,A1269,U10899,2026-08-04,2026-08-10,Completed
T55711,P22180,A1269,U10899,2026-10-04,2026-10-22,Completed
T55712,P22180,A1269,U10900,2026-10-27,,In Progress
T55713,P22180,A1269,U10899,2026-10-29,2026-11-08,Completed
T55714,P22180,A1269,U10900,2026-08-29,,Open
T55715,P22180,A1269,U10899,2026-10-22,,Open
T55716,P22180,A1269,U10900,2026-09-24,2026-09-25,Completed
T55717,P22181,A1269,U10900,2026-08-15,,Open
T55718,P22181,A1269,U10900,2026-06-06,2026-06-13,Completed
T55719,P22181,A1269,U10900,2026-05-25,2026-05-29,Completed
T55720,P22181,A1269,U10899,2026-09-10,,In Progress
T55721,P22181,A1269,U10900,2026-08-27,,Open
T55722,P22181,A1269,U10900,2026-08-09,,In Progress
T55723,P22181,A1269,U10899,2026-08-24,2026-09-05,Completed
T55724,P22181,A1269,U10899,2026-06-23,2026-06-29,Completed
T55725,P22181,A1269,U10900,2026-06-03,,In Progress
T55726,P22181,A1269,U10899,2026-07-11,2026-07-18,Completed
T55727,P22181,A1269,U10899,2026-06-23,2026-07-03,Completed
T55728,P22181,A1269,U10900,2026-08-25,2026-08-28,Completed
T55729,P22181,A1269,U10899,2026-06-19,2026-07-08,Completed
T55730,P22181,A1269,U10900,2026-07-10,2026-07-14,Completed
T55731,P22181,A1269,U10899,2026-06-16,,In Progress
T55732,P22181,A1269,U10900,2026-07-29,,Open
T55733,P22182,A1269,U10900,2026-09-16,2026-09-17,Completed
T55734,P22182,A1269,U10900,2026-07-14,,In Progress
T55735,P22182,A1269,U10900,2026-07-07,2026-07-11,Completed
T55736,P22182,A1269,U10900,2026-07-21,,In Progress
T55737,P22182,A1269,U10899,2026-07-24,2026-08-08,Completed
T55738,P22182,A1269,U10899,2026-08-21,2026-08-23,Completed
T55739,P22182,A1269,U10900,2026-07-27,,In Progress
T55740,P22182,A1269,U10899,2026-08-13,,Open
T55741,P22182,A1269,U10899,2026-09-29,,In Progress
T55742,P22183,A1269,U10900,2026-08-23,2026-09-02,Completed
T55743,P22183,A1269,U10900,2026-09-27,,In Progress
T55744,P22183,A1269,U10900,2026-06-10,2026-06-28,Completed
T55745,P22183,A1269,U10899,2026-07-07,,In Progress
T55746,P22183,A1269,U10899,2026-09-04,2026-09-15,Completed
T55747,P22184,A1269,U10900,2026-07-15,,In Progress
T55748,P22184,A1269,U10899,2026-07-22,2026-08-02,Completed
T55749,P22184,A1269,U10900,2026-09-01,2026-09-15,Completed
T55750,P22184,A1269,U10900,2026-06-10,,In Progress
T55751,P22184,A1269,U10899,2026-09-29,,Open
T55752,P22184,A1269,U10900,2026-06-24,,Open
T55753,P22184,A1269,U10900,2026-06-09,,In Progress
T55754,P22184,A1269,U10899,2026-06-10,,Open
T55755,P22184,A1269,U10900,2026-07-27,2026-07-30,Completed
T55756,P22184,A1269,U10900,2026-08-04,,Open
T55757,P22184,A1269,U10900,2026-07-07,2026-07-09,Completed
T55758,P22184,A1269,U10899,2026-06-29,2026-07-12,Completed
T55759,P22184,A1269,U10900,2026-07-14,2026-07-22,Completed
T55760,P22185,A1269,U10899,2026-12-02,,In Progress
T55761,P22185,A1269,U10900,2026-12-02,2026-12-13,Completed
T55762,P22185,A1269,U10899,2026-10-16,,In Progress
T55763,P22185,A1269,U10900,2026-09-09,,Open
T55764,P22185,A1269,U10899,2026-11-15,2026-11-30,Completed
T55765,P22185,A1269,U10900,2026-11-15,,Open
T55766,P22185,A1269,U10900,2026-09-24,,In Progress
T55767,P22185,A1269,U10899,2026-08-19,,In Progress
T55768,P22185,A1269,U10900,2026-11-11,,Open
T55769,P22185,A1269,U10900,2026-08-25,,In Progress
T55770,P22185,A1269,U10900,2026-08-18,,Open
T55771,P22185,A1269,U10899,2026-10-14,,In Progress
T55772,P22185,A1269,U10900,2026-10-16,2026-10-23,Completed
T55773,P22186,A1270,U10901,2026-11-20,2026-12-09,Completed
T55774,P22186,A1270,U10901,2026-08-05,2026-08-25,Completed
T55775,P22186,A1270,U10902,2026-08-12,2026-08-27,Completed
T55776,P22186,A1270,U10901,2026-10-19,2026-10-19,Completed
T55777,P22186,A1270,U10901,2026-11-09,,In Progress
T55778,P22186,A1270,U10902,2026-09-16,,In Progress
T55779,P22186,A1270,U10901,2026-09-04,,In Progress
T55780,P22186,A1270,U10901,2026-07-28,,Open
T55781,P22186,A1270,U10902,2026-09-19,,In Progress
T55782,P22186,A1270,U10901,2026-10-27,,In Progress
T55783,P22187,A1270,U10902,2026-08-28,,In Progress
T55784,P22187,A1270,U10902,2026-07-21,,Open
T55785,P22187,A1270,U10901,2026-10-31,2026-11-04,Completed
T55786,P22187,A1270,U10902,2026-07-29,2026-08-02,Completed
T55787,P22187,A1270,U10902,2026-11-01,,In Progress
T55788,P22187,A1270,U10902,2026-09-15,2026-10-05,Completed
T55789,P22187,A1270,U10902,2026-08-07,2026-08-27,Completed
T55790,P22187,A1270,U10901,2026-10-06,,Open
T55791,P22187,A1270,U10901,2026-09-26,,Open
T55792,P22187,A1270,U10902,2026-07-11,2026-07-22,Completed
T55793,P22187,A1270,U10901,2026-08-26,,Open
T55794,P22188,A1270,U10902,2026-08-27,,Open
T55795,P22188,A1270,U10902,2026-08-26,2026-09-08,Completed
T55796,P22188,A1270,U10902,2026-09-30,,Open
T55797,P22188,A1270,U10901,2026-10-17,,Open
T55798,P22188,A1270,U10901,2026-09-04,,Open
T55799,P22188,A1270,U10901,2026-08-21,2026-08-21,Completed
T55800,P22188,A1270,U10901,2026-11-17,,In Progress
T55801,P22188,A1270,U10901,2026-08-22,,Open
T55802,P22188,A1270,U10901,2026-09-06,,In Progress
T55803,P22188,A1270,U10902,2026-09-06,2026-09-16,Completed
T55804,P22189,A1270,U10902,2026-11-03,,Open
T55805,P22189,A1270,U10901,2026-11-20,2026-11-30,Completed
T55806,P22189,A1270,U10901,2026-10-05,,In Progress
T55807,P22189,A1270,U10902,2026-09-03,,Open
T55808,P22189,A1270,U10902,2026-07-29,,In Progress
T55809,P22189,A1270,U10902,2026-08-08,2026-08-21,Completed
T55810,P22190,A1270,U10901,2026-06-27,,In Progress
T55811,P22190,A1270,U10902,2026-08-29,,Open
T55812,P22190,A1270,U10902,2026-07-12,2026-07-25,Completed
T55813,P22190,A1270,U10902,2026-05-31,2026-06-15,Completed
T55814,P22190,A1270,U10901,2026-08-02,2026-08-17,Completed
T55815,P22190,A1270,U10902,2026-09-06,2026-09-23,Completed
T55816,P22190,A1270,U10902,2026-08-16,2026-08-25,Completed
T55817,P22190,A1270,U10902,2026-09-26,,In Progress
T55818,P22190,A1270,U10902,2026-09-09,2026-09-15,Completed
T55819,P22190,A1270,U10901,2026-06-29,2026-07-19,Completed
T55820,P22190,A1270,U10902,2026-06-17,2026-07-02,Completed
T55821,P22190,A1270,U10901,2026-07-22,,Open
T55822,P22190,A1270,U10902,2026-09-17,2026-09-23,Completed
T55823,P22191,A1270,U10901,2026-09-14,2026-10-03,Completed
T55824,P22191,A1270,U10901,2026-07-10,,Open
T55825,P22191,A1270,U10901,2026-08-05,,Open
T55826,P22191,A1270,U10901,2026-09-27,,In Progress
T55827,P22191,A1270,U10902,2026-10-16,,Open
T55828,P22191,A1270,U10902,2026-08-24,,In Progress
T55829,P22192,A1270,U10901,2026-05-23,2026-05-23,Completed
T55830,P22192,A1270,U10902,2026-07-24,,In Progress
T55831,P22192,A1270,U10901,2026-06-10,2026-06-17,Completed
T55832,P22192,A1270,U10901,2026-07-09,,In Progress
T55833,P22192,A1270,U10901,2026-07-30,,In Progress
T55834,P22193,A1270,U10902,2026-07-10,2026-07-14,Completed
